Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor Total;Valor Total p m2;Zona;Tipo Agregado
Apartamento;Tijuca;2;1;1;70;1500.0;890.0;68.0;2458.0;35.11;Norte;Apartamento
Apartamento;Vaz Lobo;2;0;0;70;1000.0;32.0;0.0;1032.0;14.74;Norte;Apartamento
Apartamento;Madureira;2;0;0;40;600.0;415.0;0.0;1015.0;25.38;Norte;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;0;75;1700.0;659.0;0.0;2359.0;31.45;Oeste;Apartamento
Apartamento;Copacabana;2;1;1;81;2900.0;893.0;190.0;3983.0;49.17;Sul;Apartamento
Apartamento;Praça Seca;3;0;0;90;900.0;330.0;15.0;1245.0;13.83;Oeste;Apartamento
Apartamento;Vila Isabel;3;3;1;124;1700.0;1400.0;0.0;3100.0;25.0;Norte;Apartamento
Apartamento;Recreio dos Bandeirantes;5;3;4;430;6000.0;899.0;750.0;7649.0;17.79;Oeste;Apartamento
Apartamento;Ipanema;2;0;1;75;5200.0;476.0;120.0;5796.0;77.28;Sul;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;126;1500.0;1000.0;150.0;2650.0;21.03;Norte;Apartamento
Apartamento;Laranjeiras;2;1;1;70;2300.0;620.0;190.0;3110.0;44.43;Sul;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;94;1900.0;1300.0;198.0;3398.0;36.15;Oeste;Apartamento
Apartamento;Barra da Tijuca;4;3;4;192;5000.0;2200.0;562.0;7762.0;40.43;Oeste;Apartamento
Apartamento;Copacabana;1;0;0;43;1600.0;452.0;242.0;2294.0;53.35;Sul;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;2200.0;780.0;0.0;2980.0;42.57;Oeste;Apartamento
Apartamento;São Francisco Xavier;3;1;1;73;1200.0;520.0;0.0;1720.0;23.56;Norte;Apartamento
Apartamento;Copacabana;3;0;0;120;3000.0;1420.0;0.0;4420.0;36.83;Sul;Apartamento
Apartamento;Pechincha;2;1;0;64;800.0;248.0;14.0;1062.0;16.59;Oeste;Apartamento
